Id;MathScore;ReadingScore;WritingScore;fk_Student;Year
4151;38;38;39;1037;2021
4152;60;47;84;1038;2018
4153;62;57;45;1038;2019
4154;55;63;70;1038;2020
4155;63;49;53;1038;2021
4156;77;72;52;1039;2018
4157;68;65;69;1039;2019
4158;52;49;67;1039;2020
4159;48;54;53;1039;2021
4160;27;78;28;1040;2018
4161;26;85;20;1040;2019
4162;23;80;24;1040;2020
4163;27;63;20;1040;2021
4164;33;40;62;1041;2018
4165;31;47;40;1041;2019
4166;38;42;26;1041;2020
4167;40;44;41;1041;2021
4168;25;36;55;1042;2018
4169;24;36;28;1042;2019
4170;19;37;24;1042;2020
4171;21;30;20;1042;2021
4172;26;76;43;1043;2018
4173;26;63;31;1043;2019
4174;22;77;23;1043;2020
4175;23;75;24;1043;2021
4176;36;30;67;1044;2018
4177;31;37;39;1044;2019
4178;38;46;33;1044;2020
4179;41;56;31;1044;2021
4180;26;43;55;1045;2018
4181;31;53;21;1045;2019
4182;25;56;31;1045;2020
4183;22;52;28;1045;2021
4184;48;62;45;1046;2018
4185;45;60;45;1046;2019
4186;35;71;39;1046;2020
4187;39;80;37;1046;2021
4188;32;41;42;1047;2018
4189;28;35;24;1047;2019
4190;35;32;32;1047;2020
4191;29;30;37;1047;2021
4192;55;57;43;1048;2018
4193;57;43;47;1048;2019
4194;62;50;71;1048;2020
4195;50;43;49;1048;2021
4196;55;34;43;1049;2018
4197;44;31;68;1049;2019
4198;50;31;35;1049;2020
4199;56;34;46;1049;2021
4200;45;74;62;1050;2018
4201;54;90;43;1050;2019
4202;50;102;67;1050;2020
4203;51;116;46;1050;2021
4204;29;72;31;1051;2018
4205;28;72;30;1051;2019
4206;31;86;28;1051;2020
4207;34;81;26;1051;2021
4208;39;42;35;1052;2018
4209;45;48;38;1052;2019
4210;46;58;50;1052;2020
4211;46;52;57;1052;2021
4212;64;35;68;1053;2018
4213;61;36;50;1053;2019
4214;67;33;65;1053;2020
4215;51;29;54;1053;2021
4216;71;32;61;1054;2018
4217;58;39;82;1054;2019
4218;53;40;63;1054;2020
4219;63;35;55;1054;2021
4220;46;30;40;1055;2018
4221;53;24;44;1055;2019
4222;59;21;48;1055;2020
4223;72;21;66;1055;2021
4224;63;48;65;1056;2018
4225;53;55;49;1056;2019
4226;40;63;41;1056;2020
4227;45;51;38;1056;2021
4228;58;71;41;1057;2018
4229;53;79;52;1057;2019
4230;52;78;60;1057;2020
4231;53;63;53;1057;2021
4232;82;43;43;1058;2018
4233;98;50;88;1058;2019
4234;109;59;122;1058;2020
4235;111;57;121;1058;2021
4236;26;58;39;1059;2018
4237;28;66;22;1059;2019
4238;31;52;22;1059;2020
4239;33;54;31;1059;2021
4240;48;49;89;1060;2018
4241;37;56;47;1060;2019
4242;33;47;35;1060;2020
4243;35;58;36;1060;2021
4244;64;68;46;1061;2018
4245;63;57;68;1061;2019
4246;52;71;52;1061;2020
4247;48;57;51;1061;2021
4248;58;80;60;1062;2018
4249;50;75;60;1062;2019
4250;40;64;41;1062;2020
4251;38;67;42;1062;2021
4252;81;60;37;1063;2018
4253;80;72;82;1063;2019
4254;75;66;85;1063;2020
4255;90;58;82;1063;2021
4256;60;50;44;1064;2018
4257;69;61;52;1064;2019
4258;65;49;86;1064;2020
4259;57;49;74;1064;2021
4260;58;69;64;1065;2018
4261;66;66;61;1065;2019
4262;67;71;72;1065;2020
4263;61;71;65;1065;2021
4264;44;35;64;1066;2018
4265;36;31;54;1066;2019
4266;34;38;36;1066;2020
4267;26;29;38;1066;2021
4268;63;29;42;1067;2018
4269;57;32;71;1067;2019
4270;68;27;59;1067;2020
4271;59;28;71;1067;2021
4272;43;68;32;1068;2018
4273;35;59;52;1068;2019
4274;32;58;31;1068;2020
4275;38;71;27;1068;2021
4276;29;62;49;1069;2018
4277;36;58;22;1069;2019
4278;27;58;37;1069;2020
4279;24;46;28;1069;2021
4280;25;38;51;1070;2018
4281;23;29;29;1070;2019
4282;27;33;19;1070;2020
4283;22;36;27;1070;2021
4284;43;35;51;1071;2018
4285;50;35;37;1071;2019
4286;48;41;48;1071;2020
4287;38;49;44;1071;2021
4288;58;54;82;1072;2018
4289;64;47;59;1072;2019
4290;56;37;74;1072;2020
4291;54;34;46;1072;2021
4292;35;60;70;1073;2018
4293;41;62;41;1073;2019
4294;48;48;51;1073;2020
4295;55;41;44;1073;2021
4296;47;58;36;1074;2018
4297;49;54;59;1074;2019
4298;55;66;54;1074;2020
4299;47;82;62;1074;2021
4300;83;39;51;1075;2018
4301;90;31;98;1075;2019
4302;91;37;103;1075;2020
4303;105;34;95;1075;2021
4304;83;32;42;1076;2018
4305;79;24;76;1076;2019
4306;72;25;63;1076;2020
4307;78;28;76;1076;2021
4308;57;46;36;1077;2018
4309;60;45;46;1077;2019
4310;72;48;48;1077;2020
4311;77;37;82;1077;2021
4312;43;58;36;1078;2018
4313;37;45;37;1078;2019
4314;37;47;45;1078;2020
4315;31;50;46;1078;2021
4316;55;41;27;1079;2018
4317;50;50;42;1079;2019
4318;53;40;41;1079;2020
4319;45;50;42;1079;2021
4320;56;50;41;1080;2018
4321;61;46;55;1080;2019
4322;75;38;74;1080;2020
4323;72;47;78;1080;2021
4324;64;48;63;1081;2018
4325;53;44;77;1081;2019
4326;59;47;59;1081;2020
4327;62;39;71;1081;2021
4328;32;34;59;1082;2018
4329;29;40;35;1082;2019
4330;29;39;23;1082;2020
4331;30;42;23;1082;2021
4332;70;46;34;1083;2018
4333;72;56;65;1083;2019
4334;63;54;88;1083;2020
4335;71;60;51;1083;2021
4336;63;35;44;1084;2018
4337;60;41;77;1084;2019
4338;69;34;49;1084;2020
4339;61;28;82;1084;2021
4340;60;32;41;1085;2018
4341;67;26;68;1085;2019
4342;58;31;69;1085;2020
4343;60;38;51;1085;2021
4344;78;30;29;1086;2018
4345;72;36;83;1086;2019
4346;58;38;72;1086;2020
4347;67;37;63;1086;2021
4348;92;42;60;1087;2018
4349;101;47;84;1087;2019
4350;114;40;111;1087;2020
4351;122;33;117;1087;2021
4352;57;81;35;1088;2018
4353;51;96;66;1088;2019
4354;46;107;43;1088;2020
4355;48;130;36;1088;2021
4356;35;68;62;1089;2018
4357;27;67;37;1089;2019
4358;21;83;30;1089;2020
4359;18;87;20;1089;2021
4360;42;57;83;1090;2018
4361;51;49;34;1090;2019
4362;50;59;50;1090;2020
4363;46;63;60;1090;2021
4364;41;37;64;1091;2018
4365;47;45;37;1091;2019
4366;49;49;46;1091;2020
4367;42;49;43;1091;2021
4368;26;70;57;1092;2018
4369;26;74;21;1092;2019
4370;26;83;29;1092;2020
4371;30;100;27;1092;2021
4372;37;41;44;1093;2018
4373;33;36;29;1093;2019
4374;36;29;38;1093;2020
4375;42;23;40;1093;2021
4376;69;48;30;1094;2018
4377;63;40;76;1094;2019
4378;77;45;48;1094;2020
4379;92;37;82;1094;2021
4380;44;58;34;1095;2018
4381;41;70;45;1095;2019
4382;47;53;44;1095;2020
4383;47;61;45;1095;2021
4384;58;67;85;1096;2018
4385;69;74;61;1096;2019
4386;75;71;55;1096;2020
4387;86;87;67;1096;2021
4388;59;82;45;1097;2018
4389;68;68;69;1097;2019
4390;70;63;62;1097;2020
4391;67;76;56;1097;2021
4392;47;35;25;1098;2018
4393;47;28;44;1098;2019
4394;48;27;36;1098;2020
4395;55;29;56;1098;2021
4396;48;38;44;1099;2018
4397;42;32;46;1099;2019
4398;50;26;46;1099;2020
4399;59;29;46;1099;2021
4400;37;64;35;1100;2018
4401;35;53;37;1100;2019
4402;39;63;33;1100;2020
4403;39;71;39;1100;2021
4404;40;67;87;1101;2018
4405;37;72;34;1101;2019
4406;36;85;38;1101;2020
4407;27;81;42;1101;2021
4408;54;35;56;1102;2018
4409;64;38;52;1102;2019
4410;62;38;71;1102;2020
4411;49;39;55;1102;2021
4412;81;29;41;1103;2018
4413;69;24;74;1103;2019
4414;78;26;68;1103;2020
4415;65;24;85;1103;2021
4416;42;53;90;1104;2018
4417;49;49;42;1104;2019
4418;41;43;54;1104;2020
4419;33;48;47;1104;2021
4420;84;72;38;1105;2018
4421;91;84;90;1105;2019
4422;74;75;79;1105;2020
4423;65;64;84;1105;2021
4424;44;78;45;1106;2018
4425;35;94;52;1106;2019
4426;43;88;43;1106;2020
4427;34;104;42;1106;2021
4428;65;54;64;1107;2018
4429;52;62;75;1107;2019
4430;40;68;57;1107;2020
4431;39;82;39;1107;2021
4432;88;57;50;1108;2018
4433;79;58;109;1108;2019
4434;73;44;64;1108;2020
4435;81;34;63;1108;2021
4436;70;55;48;1109;2018
4437;76;43;69;1109;2019
4438;77;54;71;1109;2020
4439;62;45;79;1109;2021
4440;57;42;39;1110;2018
4441;69;44;62;1110;2019
4442;78;37;86;1110;2020
4443;96;41;62;1110;2021
4444;27;80;74;1111;2018
4445;20;95;22;1111;2019
4446;17;115;16;1111;2020
4447;18;127;18;1111;2021
4448;32;57;71;1112;2018
4449;25;58;33;1112;2019
4450;23;63;31;1112;2020
4451;25;59;20;1112;2021
4452;62;42;32;1113;2018
4453;50;43;60;1113;2019
4454;51;32;39;1113;2020
4455;60;24;49;1113;2021
4456;65;39;78;1114;2018
4457;67;45;81;1114;2019
4458;66;35;58;1114;2020
4459;65;38;72;1114;2021
4460;70;32;52;1115;2018
4461;77;25;68;1115;2019
4462;83;20;87;1115;2020
4463;89;24;66;1115;2021
4464;71;58;35;1116;2018
4465;84;53;58;1116;2019
4466;103;62;94;1116;2020
4467;93;51;128;1116;2021
4468;83;37;43;1117;2018
4469;90;35;79;1117;2019
4470;72;34;87;1117;2020
4471;74;26;61;1117;2021
4472;35;50;56;1118;2018
4473;35;51;30;1118;2019
4474;37;52;32;1118;2020
4475;39;55;34;1118;2021
4476;92;41;43;1119;2018
4477;87;39;96;1119;2019
4478;74;44;82;1119;2020
4479;71;40;72;1119;2021
4480;50;78;35;1120;2018
4481;40;71;62;1120;2019
4482;40;83;42;1120;2020
4483;36;65;47;1120;2021
4484;41;59;67;1121;2018
4485;34;51;36;1121;2019
4486;29;39;32;1121;2020
4487;34;47;29;1121;2021
4488;50;30;29;1122;2018
4489;44;33;38;1122;2019
4490;39;34;44;1122;2020
4491;43;33;35;1122;2021
4492;28;66;41;1123;2018
4493;28;73;33;1123;2019
4494;28;86;22;1123;2020
4495;27;88;31;1123;2021
4496;86;60;36;1124;2018
4497;102;65;104;1124;2019
4498;93;51;127;1124;2020
4499;86;39;70;1124;2021
4500;41;54;49;1125;2018
4501;43;64;31;1125;2019
4502;47;64;50;1125;2020
4503;50;54;55;1125;2021
4504;94;78;55;1126;2018
4505;77;61;85;1126;2019
4506;59;47;88;1126;2020
4507;69;41;68;1126;2021
4508;59;41;44;1127;2018
4509;46;32;69;1127;2019
4510;38;26;57;1127;2020
4511;45;26;35;1127;2021
4512;42;35;48;1128;2018
4513;39;42;37;1128;2019
4514;35;47;45;1128;2020
4515;29;40;33;1128;2021
4516;84;45;90;1129;2018
4517;91;42;89;1129;2019
4518;89;35;80;1129;2020
4519;83;31;80;1129;2021
4520;47;31;43;1130;2018
4521;46;34;39;1130;2019
4522;56;28;48;1130;2020
4523;63;30;61;1130;2021
4524;38;71;31;1131;2018
4525;43;74;30;1131;2019
4526;33;58;44;1131;2020
4527;40;71;39;1131;2021
4528;34;49;50;1132;2018
4529;41;57;33;1132;2019
4530;51;65;33;1132;2020
4531;51;69;48;1132;2021
4532;42;62;72;1133;2018
4533;41;63;43;1133;2019
4534;42;71;38;1133;2020
4535;39;57;47;1133;2021
4536;76;36;65;1134;2018
4537;82;39;74;1134;2019
4538;66;32;71;1134;2020
4539;71;35;75;1134;2021
4540;32;63;57;1135;2018
4541;40;49;33;1135;2019
4542;43;57;48;1135;2020
4543;49;58;42;1135;2021
4544;73;34;44;1136;2018
4545;88;42;81;1136;2019
4546;86;51;98;1136;2020
4547;73;53;97;1136;2021
4548;40;43;44;1137;2018
4549;39;45;43;1137;2019
4550;49;53;30;1137;2020
4551;58;43;48;1137;2021
4552;44;53;60;1138;2018
4553;36;49;55;1138;2019
4554;33;45;32;1138;2020
4555;36;46;33;1138;2021
4556;39;37;42;1139;2018
4557;34;43;35;1139;2019
4558;28;35;37;1139;2020
4559;34;42;35;1139;2021
4560;34;35;39;1140;2018
4561;39;30;38;1140;2019
4562;30;30;30;1140;2020
4563;23;24;25;1140;2021
4564;50;30;56;1141;2018
4565;46;27;61;1141;2019
4566;50;27;56;1141;2020
4567;49;26;38;1141;2021
4568;48;58;29;1142;2018
4569;51;48;41;1142;2019
4570;60;43;46;1142;2020
4571;48;44;50;1142;2021
4572;42;51;40;1143;2018
4573;46;41;37;1143;2019
4574;45;39;36;1143;2020
4575;36;39;38;1143;2021
4576;51;41;54;1144;2018
4577;48;45;63;1144;2019
4578;46;38;57;1144;2020
4579;55;43;50;1144;2021
4580;39;64;53;1145;2018
4581;39;73;30;1145;2019
4582;34;61;31;1145;2020
4583;42;52;40;1145;2021
4584;63;40;40;1146;2018
4585;74;30;50;1146;2019
4586;61;34;74;1146;2020
4587;75;41;53;1146;2021
4588;65;72;33;1147;2018
4589;51;72;65;1147;2019
4590;42;86;46;1147;2020
4591;34;101;36;1147;2021
4592;25;55;54;1148;2018
4593;26;58;19;1148;2019
4594;29;44;24;1148;2020
4595;22;45;35;1148;2021
4596;35;35;45;1149;2018
4597;38;38;28;1149;2019
4598;42;43;30;1149;2020
4599;40;47;51;1149;2021
4600;62;68;28;1150;2018
4601;72;84;58;1150;2019
4602;89;69;66;1150;2020
4603;89;57;87;1150;2021
4604;68;41;42;1151;2018
4605;84;45;75;1151;2019
4606;103;40;64;1151;2020
4607;127;43;120;1151;2021
4608;61;81;40;1152;2018
4609;50;101;56;1152;2019
4610;40;118;46;1152;2020
4611;33;111;50;1152;2021
4612;80;41;42;1153;2018
4613;98;44;86;1153;2019
4614;81;48;118;1153;2020
4615;93;44;98;1153;2021
4616;87;34;50;1154;2018
4617;86;37;96;1154;2019
4618;65;33;90;1154;2020
4619;62;26;54;1154;2021
4620;68;51;36;1155;2018
4621;76;55;77;1155;2019
4622;89;59;90;1155;2020
4623;108;58;83;1155;2021
4624;59;34;40;1156;2018
4625;59;28;61;1156;2019
4626;52;31;70;1156;2020
4627;45;24;52;1156;2021
4628;38;29;61;1157;2018
4629;33;29;29;1157;2019
4630;30;31;32;1157;2020
4631;25;35;26;1157;2021
4632;66;43;63;1158;2018
4633;56;34;58;1158;2019
4634;42;37;70;1158;2020
4635;33;43;52;1158;2021
4636;35;70;50;1159;2018
4637;28;77;27;1159;2019
4638;22;95;32;1159;2020
4639;18;91;21;1159;2021
4640;27;78;76;1160;2018
4641;31;72;31;1160;2019
4642;25;62;33;1160;2020
4643;27;55;19;1160;2021
4644;39;82;81;1161;2018
4645;40;94;38;1161;2019
4646;42;103;36;1161;2020
4647;34;109;34;1161;2021
4648;43;41;85;1162;2018
4649;46;33;41;1162;2019
4650;35;30;38;1162;2020
4651;35;33;28;1162;2021
4652;48;39;43;1163;2018
4653;56;43;54;1163;2019
4654;69;37;51;1163;2020
4655;75;41;71;1163;2021
4656;65;29;45;1164;2018
4657;79;35;60;1164;2019
4658;83;44;93;1164;2020
4659;85;49;103;1164;2021
4660;77;60;74;1165;2018
4661;67;52;82;1165;2019
4662;77;59;67;1165;2020
4663;90;69;66;1165;2021
4664;34;29;43;1166;2018
4665;37;33;29;1166;2019
4666;34;35;34;1166;2020
4667;29;35;31;1166;2021
4668;46;64;74;1167;2018
4669;36;61;42;1167;2019
4670;39;74;45;1167;2020
4671;48;72;30;1167;2021
4672;26;29;50;1168;2018
4673;21;25;32;1168;2019
4674;20;28;16;1168;2020
4675;22;33;19;1168;2021
4676;84;35;43;1169;2018
4677;104;30;71;1169;2019
4678;114;30;86;1169;2020
4679;94;31;87;1169;2021
4680;67;37;31;1170;2018
4681;61;40;70;1170;2019
4682;55;46;49;1170;2020
4683;61;50;49;1170;2021
4684;57;32;89;1171;2018
4685;71;38;59;1171;2019
4686;86;30;63;1171;2020
4687;96;25;107;1171;2021
4688;60;30;55;1172;2018
4689;71;23;67;1172;2019
4690;67;22;69;1172;2020
4691;68;26;63;1172;2021
4692;30;50;39;1173;2018
4693;36;55;33;1173;2019
4694;37;60;40;1173;2020
4695;40;62;34;1173;2021
4696;74;31;76;1174;2018
4697;85;30;75;1174;2019
4698;72;25;100;1174;2020
4699;86;26;63;1174;2021
4700;42;75;37;1175;2018
4701;33;59;43;1175;2019
4702;29;56;29;1175;2020
4703;29;64;23;1175;2021
4704;23;72;70;1176;2018
4705;25;71;21;1176;2019
4706;30;74;27;1176;2020
4707;26;90;24;1176;2021
4708;50;59;58;1177;2018
4709;57;72;54;1177;2019
4710;65;61;51;1177;2020
4711;51;46;59;1177;2021
4712;31;60;71;1178;2018
4713;25;73;28;1178;2019
4714;20;91;23;1178;2020
4715;15;75;23;1178;2021
4716;41;81;46;1179;2018
4717;49;92;49;1179;2019
4718;52;98;61;1179;2020
4719;62;78;40;1179;2021
4720;77;68;30;1180;2018
4721;63;68;65;1180;2019
4722;54;73;69;1180;2020
4723;46;61;51;1180;2021
4724;27;32;60;1181;2018
4725;28;40;23;1181;2019
4726;31;49;24;1181;2020
4727;30;47;37;1181;2021
4728;75;67;49;1182;2018
4729;65;79;90;1182;2019
4730;66;61;64;1182;2020
4731;82;67;75;1182;2021
4732;36;74;35;1183;2018
4733;40;91;27;1183;2019
4734;38;76;48;1183;2020
4735;39;83;34;1183;2021
4736;31;55;50;1184;2018
4737;32;49;36;1184;2019
4738;25;58;32;1184;2020
4739;29;56;19;1184;2021
4740;40;41;77;1185;2018
4741;36;33;47;1185;2019
4742;31;29;29;1185;2020
4743;27;35;37;1185;2021
4744;63;35;61;1186;2018
4745;71;36;59;1186;2019
4746;65;43;55;1186;2020
4747;77;47;57;1186;2021
4748;40;32;25;1187;2018
4749;39;34;43;1187;2019
4750;32;27;44;1187;2020
4751;39;32;32;1187;2021
4752;36;42;69;1188;2018
4753;32;39;28;1188;2019
4754;32;41;39;1188;2020
4755;30;33;32;1188;2021
4756;29;38;28;1189;2018
4757;36;45;27;1189;2019
4758;35;52;44;1189;2020
4759;29;59;38;1189;2021
4760;60;58;35;1190;2018
4761;48;61;58;1190;2019
4762;40;61;59;1190;2020
4763;30;53;39;1190;2021
4764;40;69;67;1191;2018
4765;47;53;34;1191;2019
4766;59;62;57;1191;2020
4767;50;59;65;1191;2021
4768;40;58;60;1192;2018
4769;44;66;40;1192;2019
4770;54;60;45;1192;2020
4771;56;70;46;1192;2021
4772;63;47;65;1193;2018
4773;60;51;75;1193;2019
4774;55;54;68;1193;2020
4775;61;64;46;1193;2021
4776;29;74;28;1194;2018
4777;26;89;34;1194;2019
4778;30;68;21;1194;2020
4779;37;69;33;1194;2021
4780;39;75;64;1195;2018
4781;47;84;37;1195;2019
4782;45;92;55;1195;2020
4783;40;110;46;1195;2021
4784;27;51;43;1196;2018
4785;27;57;22;1196;2019
4786;31;68;28;1196;2020
4787;34;81;32;1196;2021
4788;61;70;53;1197;2018
4789;58;74;65;1197;2019
4790;70;65;51;1197;2020
4791;65;80;65;1197;2021
4792;36;36;64;1198;2018
4793;36;33;33;1198;2019
4794;31;32;28;1198;2020
4795;33;33;25;1198;2021
4796;61;46;33;1199;2018
4797;67;51;70;1199;2019
4798;74;46;66;1199;2020
4799;81;49;72;1199;2021
4800;43;42;70;1200;2018
4801;43;38;32;1200;2019
4802;53;46;50;1200;2020
4803;42;56;54;1200;2021
4804;53;71;64;1201;2018
4805;62;69;44;1201;2019
4806;70;84;76;1201;2020
4807;72;75;77;1201;2021
4808;90;43;38;1202;2018
4809;81;35;72;1202;2019
4810;85;27;101;1202;2020
4811;78;30;79;1202;2021
4812;78;39;52;1203;2018
4813;94;37;80;1203;2019
4814;116;31;102;1203;2020
4815;126;35;138;1203;2021
4816;50;57;42;1204;2018
4817;44;53;44;1204;2019
4818;46;55;54;1204;2020
4819;52;60;47;1204;2021
4820;40;59;45;1205;2018
4821;39;49;36;1205;2019
4822;36;46;31;1205;2020
4823;39;37;43;1205;2021
4824;59;35;35;1206;2018
4825;49;27;61;1206;2019
4826;44;33;37;1206;2020
4827;40;35;51;1206;2021
4828;85;78;51;1207;2018
4829;69;65;101;1207;2019
4830;52;57;56;1207;2020
4831;47;68;58;1207;2021
4832;52;47;58;1208;2018
4833;60;40;42;1208;2019
4834;70;30;68;1208;2020
4835;56;26;65;1208;2021
4836;66;35;53;1209;2018
4837;76;33;68;1209;2019
4838;73;38;64;1209;2020
4839;78;31;82;1209;2021
4840;39;49;30;1210;2018
4841;32;54;48;1210;2019
4842;40;60;33;1210;2020
4843;32;67;47;1210;2021
4844;38;54;55;1211;2018
4845;45;41;39;1211;2019
4846;51;36;35;1211;2020
4847;41;28;61;1211;2021
4848;49;35;58;1212;2018
4849;45;31;58;1212;2019
4850;37;38;44;1212;2020
4851;37;39;43;1212;2021
4852;58;44;57;1213;2018
4853;66;40;55;1213;2019
4854;63;40;69;1213;2020
4855;48;33;49;1213;2021
4856;48;34;28;1214;2018
4857;42;33;37;1214;2019
4858;42;31;38;1214;2020
4859;37;28;34;1214;2021
4860;77;65;69;1215;2018
4861;61;67;67;1215;2019
4862;48;65;64;1215;2020
4863;59;77;51;1215;2021
4864;52;57;37;1216;2018
4865;60;49;65;1216;2019
4866;62;46;65;1216;2020
4867;55;50;59;1216;2021
4868;52;40;49;1217;2018
4869;63;39;56;1217;2019
4870;65;36;50;1217;2020
4871;52;39;64;1217;2021
4872;59;58;59;1218;2018
4873;61;55;53;1218;2019
4874;70;54;63;1218;2020
4875;60;41;59;1218;2021
4876;33;37;41;1219;2018
4877;32;40;25;1219;2019
4878;37;40;34;1219;2020
4879;39;32;39;1219;2021
4880;41;73;85;1220;2018
4881;38;72;31;1220;2019
4882;36;73;36;1220;2020
4883;29;87;34;1220;2021
4884;32;66;40;1221;2018
4885;31;76;35;1221;2019
4886;28;67;32;1221;2020
4887;33;81;34;1221;2021
4888;35;48;51;1222;2018
4889;32;51;27;1222;2019
4890;25;62;36;1222;2020
4891;20;76;26;1222;2021
4892;33;50;54;1223;2018
4893;34;38;32;1223;2019
4894;35;39;38;1223;2020
4895;32;33;28;1223;2021
4896;34;57;53;1224;2018
4897;31;46;31;1224;2019
4898;28;53;29;1224;2020
4899;23;47;28;1224;2021
4900;29;77;39;1225;2018
4901;28;84;31;1225;2019
4902;22;102;28;1225;2020
4903;24;85;24;1225;2021
4904;63;40;36;1226;2018
4905;54;36;55;1226;2019
4906;64;34;62;1226;2020
4907;77;29;64;1226;2021
4908;88;46;64;1227;2018
4909;88;54;69;1227;2019
4910;79;66;73;1227;2020
4911;91;73;94;1227;2021
4912;36;30;32;1228;2018
4913;43;34;33;1228;2019
4914;36;33;41;1228;2020
4915;36;32;30;1228;2021
4916;74;64;41;1229;2018
4917;92;55;90;1229;2019
4918;86;66;70;1229;2020
4919;93;57;78;1229;2021
4920;45;47;78;1230;2018
4921;37;41;45;1230;2019
4922;31;49;30;1230;2020
4923;23;51;24;1230;2021
4924;32;79;61;1231;2018
4925;33;97;31;1231;2019
4926;28;91;38;1231;2020
4927;24;107;22;1231;2021
4928;61;31;36;1232;2018
4929;54;27;58;1232;2019
4930;52;30;48;1232;2020
4931;62;23;58;1232;2021
4932;41;59;42;1233;2018
4933;34;69;37;1233;2019
4934;37;55;40;1233;2020
4935;35;56;42;1233;2021
4936;56;35;32;1234;2018
4937;57;29;45;1234;2019
4938;48;31;63;1234;2020
4939;52;34;37;1234;2021
4940;70;62;28;1235;2018
4941;76;76;81;1235;2019
4942;57;90;84;1235;2020
4943;50;72;44;1235;2021
4944;51;72;44;1236;2018
4945;63;75;41;1236;2019
4946;49;58;52;1236;2020
4947;37;63;45;1236;2021
4948;59;52;83;1237;2018
4949;68;60;66;1237;2019
4950;79;57;69;1237;2020
4951;77;65;96;1237;2021
4952;67;70;32;1238;2018
4953;78;57;80;1238;2019
4954;78;71;76;1238;2020
4955;70;54;82;1238;2021
4956;32;59;40;1239;2018
4957;39;46;29;1239;2019
4958;40;37;45;1239;2020
4959;36;32;45;1239;2021
4960;62;83;51;1240;2018
4961;58;101;58;1240;2019
4962;68;101;61;1240;2020
4963;63;113;51;1240;2021
4964;39;81;73;1241;2018
4965;39;73;37;1241;2019
4966;44;56;44;1241;2020
4967;45;50;38;1241;2021
4968;67;32;61;1242;2018
4969;63;29;51;1242;2019
4970;66;30;69;1242;2020
4971;58;28;69;1242;2021
4972;50;33;42;1243;2018
4973;54;27;54;1243;2019
4974;49;25;43;1243;2020
4975;53;23;40;1243;2021
4976;38;52;38;1244;2018
4977;40;47;35;1244;2019
4978;38;54;39;1244;2020
4979;43;46;32;1244;2021
4980;64;69;83;1245;2018
4981;68;80;56;1245;2019
4982;54;94;75;1245;2020
4983;57;77;48;1245;2021
4984;71;60;32;1246;2018
4985;56;52;65;1246;2019
4986;66;50;65;1246;2020
4987;75;62;68;1246;2021
4988;50;36;36;1247;2018
4989;46;38;43;1247;2019
4990;48;45;47;1247;2020
4991;43;54;57;1247;2021
4992;37;33;69;1248;2018
4993;34;38;41;1248;2019
4994;26;41;30;1248;2020
4995;31;46;20;1248;2021
4996;56;54;38;1249;2018
4997;64;61;46;1249;2019
4998;51;47;62;1249;2020
4999;58;51;49;1249;2021
5000;33;78;26;1250;2018
5001;38;80;29;1250;2019
5002;40;69;35;1250;2020
5003;34;62;35;1250;2021
5004;23;62;62;1251;2018
5005;28;60;20;1251;2019
5006;31;51;34;1251;2020
5007;36;55;34;1251;2021
5008;81;78;44;1252;2018
5009;66;72;70;1252;2019
5010;81;65;72;1252;2020
5011;79;76;81;1252;2021
5012;57;57;55;1253;2018
5013;47;70;52;1253;2019
5014;48;55;52;1253;2020
5015;45;48;57;1253;2021
5016;37;41;83;1254;2018
5017;39;45;41;1254;2019
5018;43;55;34;1254;2020
5019;39;44;41;1254;2021
5020;29;32;28;1255;2018
5021;30;33;34;1255;2019
5022;33;26;32;1255;2020
5023;36;31;28;1255;2021
5024;54;81;28;1256;2018
5025;49;87;45;1256;2019
5026;51;80;52;1256;2020
5027;51;84;42;1256;2021
5028;46;52;34;1257;2018
5029;42;51;47;1257;2019
5030;34;52;35;1257;2020
5031;41;46;29;1257;2021
5032;92;33;41;1258;2018
5033;81;37;80;1258;2019
5034;95;36;65;1258;2020
5035;95;27;84;1258;2021
5036;43;61;38;1259;2018
5037;49;46;46;1259;2019
5038;47;56;54;1259;2020
5039;57;56;51;1259;2021
5040;56;58;26;1260;2018
5041;59;65;52;1260;2019
5042;71;61;50;1260;2020
5043;64;46;76;1260;2021
5044;47;78;40;1261;2018
5045;45;65;53;1261;2019
5046;50;50;36;1261;2020
5047;58;55;55;1261;2021
5048;26;50;49;1262;2018
5049;20;55;25;1262;2019
5050;22;44;19;1262;2020
5051;21;41;26;1262;2021
5052;30;29;34;1263;2018
5053;29;35;27;1263;2019
5054;25;38;35;1263;2020
5055;26;29;29;1263;2021
5056;24;83;40;1264;2018
5057;23;73;25;1264;2019
5058;25;84;20;1264;2020
5059;25;88;26;1264;2021
5060;25;45;84;1265;2018
5061;25;46;20;1265;2019
5062;21;45;28;1265;2020
5063;22;44;16;1265;2021
5064;60;50;57;1266;2018
5065;64;48;53;1266;2019
5066;69;57;54;1266;2020
5067;61;57;82;1266;2021
5068;39;37;26;1267;2018
5069;35;32;30;1267;2019
5070;32;25;27;1267;2020
5071;39;31;26;1267;2021
5072;31;37;39;1268;2018
5073;35;32;37;1268;2019
5074;29;35;35;1268;2020
5075;32;33;29;1268;2021
5076;71;36;59;1269;2018
5077;82;44;75;1269;2019
5078;69;48;68;1269;2020
5079;58;48;53;1269;2021
5080;63;64;36;1270;2018
5081;78;80;62;1270;2019
